,identifiant_unique,ville_code_postal
6337,sylvain_cidalina_160648_reparation_0558773086,ST VINCENT DE TYROSSE 40230
6338,atout_2_roues_125131_reparation_0647434093,MONTEUX 84170
6339,les_ateliers_du_cordonnier_207500_reparation_0468812842,ARGELES SUR MER 66700
6340,stephmenuiserie_16336_reparation_0493343395,ANTIBES 06600
6341,mme_barry_justine_203717_reparation_0684364618,SAINT BONNET DE JOUX 71220
6342,lacourte_david_174251_reparation_0636365816,PAU 64000
6343,bocquet_sas_136613_reparation_0603595930,ARCISSES 28400
6344,pezaire_chodorowicz_sophie_150166_reparation_0627753170,CUGNAUX 31270
6345,lavaud_razon_agnes_151141_reparation,MAUGUIO 34130
6346,atelier_cordelieres_174686_reparation,SERRES GASTON 40700
6347,fabre_stephane_147070_reparation,CIERP-GAUD 31440
6348,guy_noel_informatique_60878_reparation,MESNIL SOUS VIENNE 27150
6349,mon_atelier_a_lunettes_207217_reparation_0296891435,PLOUËR-SUR-RANCE 22490
6350,inter_sport_121618_reparation,BARENTIN 76360
6351,choucas_5358_reparation,VINAY 38470
6352,depannn_pc_64_163439_reparation_0559741446,BIARRITZ 64200
6353,atelier_les_ailes_de_pegase_10965_reparation_0470667233,ST LEOPARDIN D AUGY 03160
6354,medbike38_122878_reparation_0667157862,GRENOBLE 38000
6355,mme_leroy_julie_186909_reparation,FLEVILLE DEVANT NANCY 54710
6356,lu_de_lo_72210_reparation_0272891160,LAVAL 53000
6357,ets_liabeuf_11786_reparation_0471022186,LE PUY EN VELAY 43000
6358,mr_barateau_laurent_124321_reparation_0326886797,REIMS 51100
6359,nathalie_couture_155564_reparation_0687091828,PLOUHINEC 56680
6360,titia_la_fee_121961_reparation_0659691156,AUPPEGARD 76730
6361,pln_informatique_52157_reparation_0477838112,RIVE DE GIER 42800
6362,hieaux_christine_209619_reparation,LA CELLE ST CLOUD 78170
6363,sweetie_mag_197410_reparation_0672497374,GIROMAGNY 90200
6364,af_meca_agri_180098_reparation,ST REMY DE PROVENCE 13210
6365,cap_inspirations_77187_reparation_0323711167,LATILLY 02210
6366,les_creations_dysabel_163834_reparation_0615625464,SAINT GENCE 87510
6367,confidences_211348_reparation,NEUILLY SUR MARNE 93330
6368,logicsantepro_199504_reparation,RANCHOT 39700
6369,m_vion_julien_56229_reparation,MAUBEUGE 59600
6370,ebenoya_133752_reparation,L ILE D YEU 85350
6371,avantage_cordage_205380_reparation_0629618621,FREJUS 83600
6372,gentile_motorcycles_220905_reparation,MARANGE SILVANGE 57535
6373,highfix_7273_reparation_0614750770,TIGNES 73320
6374,de_milune_51342_reparation_0632040389,VILLARD BONNOT 38190
6375,moikafai_115602_reparation_0682586324,LEYMENT 01150
6376,scm_motos_53_66994_reparation_0243130431,ERNEE 53500
6377,as_sports_111584_reparation,MEYLAN 38240
6378,m_schaller_guillaume_55806_reparation,ETAING 62156
6379,pomaret_jean_noel_7928_reparation,LARNAGE 26600
6380,de_bulles_et_de_reves_155149_reparation,SAINT-MALON-SUR-MEL 35750
6381,tables_de_sienne_205969_reparation_0650209863,AGON COUTAINVILLE 50230
6382,patrice_leygnac_ebeniste_111782_reparation_0749292098,SAINT MARTIN LA PLAINE 42800
6383,fixit_177366_reparation,LA FERTE MACE 61600
6384,nge_cynthia_214801_reparation_0636361768,PARIS 18 75018
6385,artaut_mickael_173725_reparation_0630747340,POUILLE 86800
6386,tsarabe_creations_118657_reparation_0651312457,ST ANDRE DE CORCY 01390
6387,metoculture_122100_reparation_0601189313,CANY BARVILLE 76450
6388,domicile_clean_212765_reparation_0699520523,CLAMART 92140
6389,m_dufresne_alexis_125026_reparation,SAINT DIZIER 52100
6390,creations_eric_laurent_701_reparation_0477702727,ROANNE 42300
6391,cvs_agencement_4819_reparation_0477601275,SAINT GERMAIN LESPINASSE 42640
6392,ulespace_de_pertuis_cadenet_vestiboutique_60571_sinoe,LA TOUR D'AIGUES 84240
6393,ognyanov_asen_173302_reparation_0753438466,BORDEAUX 33000
6394,mairre_eric_160984_reparation_0559540001,SOURAIDE 64250
6395,athome_210587_reparation,PANTIN 93500
6396,maison_bourgeois_60425_reparation_0232511032,VERNON 27200
6397,boisdephile_7682_reparation_0661092555,CLARAFOND-ARCINE 74270
6398,troc_kid_49713_sinoe_0388325205,STRASBOURG 67000
6399,galerie_val_dor_latelier_du_cadre_210247_reparation_0146042523,BOULOGNE BILLANCOURT 92100
6400,la_maison_de_charrier_16969_reparation,VALBONNE 06560
6401,solier_brigitte_150484_reparation_0467092909,BEZIERS 34500
6402,au_bon_vieux_lit_209770_reparation_0146030248,BOULOGNE BILLANCOURT 92100
6403,lola_and_arya_203383_reparation_0698441805,VALENCE 26000
6405,flores_bernard_159853_reparation_0553491755,PUJOLS 47300
6406,casti_serti_222995_reparation_0603712881,BOURG ST CHRISTOPHE 01800
6407,pbr_motoculture_223287_reparation_0687562983,DOMERAT 03410
6408,m_delor_guillaume_143542_reparation_0466041824,NIMES 30900
6409,stega_recup_176505_reparation,ST JEAN DE NIOST 01800
6410,horlogerie_dubuis_200581_reparation,LA CHARITE SUR LOIRE 58400
6411,imicro_196994_reparation,SENS 89100
6412,mourierlacherie_mathilde_217206_reparation_0618175772,PARIS 10 75010
6413,da_rocha_laurent_110025_reparation,CHATEAU D OLONNE 85180
6414,au_petit_atelier_195652_reparation,LADOIX SERRIGNY 21550
6415,soluphone_sas_133281_reparation_0972512898,GUEBWILLER 68500
6416,laurencon_jean_11014_reparation,ST LOUP 03150
6417,lesguer_denis_111231_reparation_0686365528,DOUE EN ANJOU 49700
6418,ad_tech_pro_221411_reparation,PULVERSHEIM 68840
6419,laure_couture_102227_reparation_0615067050,SAINT MAXIMIN LA SAINTE BAUME 83470
6420,spri_sauvag_design_126437_reparation_0476375896,VOUREY 38210
6421,aj_couture_13070_reparation_0660109204,CHAMPEIX 63320
6422,atelier_de_loree_du_bois_193498_reparation_0610229235,WIRY AU MONT 80270
6423,cluzeau_joel_158920_reparation_0557494393,ST MARTIN DU BOIS 33910
6424,evys_bag_105710_reparation_0354625281,ARS SUR MOSELLE 57130
6425,vasseneix_alain_121751_reparation_0651342906,OCTEVILLE SUR MER 76930
6426,air_velo_180150_reparation_0674605871,VENTABREN 13122
6427,revu_et_corrige_178506_reparation_0630047762,CABASSE 83340
6428,barre_christophe_145049_reparation,FRONTIGNAN 34110
6429,les_petits_ateliers_du_chemin_de_halage_193285_reparation_0663056711,AMIENS 80000
6430,belin_212546_reparation,PARIS 08 75008
6431,andy_larcombe_114866_reparation_0231378592,MONTS D'AUNAY (LES) 14770
6432,latelier_de_mani_180230_reparation_0649832191,AIX EN PROVENCE 13100
6433,eurl_philippe_petit_135500_reparation_0237309840,LUCE 28110
6434,costet_lea_219061_reparation_0689590817,LES LILAS 93260
6435,resiwood_factory_194887_reparation_0649595971,CURGIES 59990
6436,velo_passion_207421_reparation_0602150375,CANET EN ROUSSILLON 66140
6437,verdoliva_creations_textiles_94044_reparation_0664257784,SCHILTIGHEIM 67300
6438,christian_gregaut_58938_reparation_0788555477,THIERS 63300
6439,kojayan_hagop_141882_reparation_0467926207,MONTPELLIER 34000
6440,pouzin_laurent_113557_reparation_0642570070,BREM SUR MER 85470
6441,garnier_sandrine_110184_reparation,ST JEAN SUR MAYENNE 53240
6442,latelier_du_ressort_120142_reparation_0769783509,BOURG DE PEAGE 26300
6443,centre_technique_informatique_et_bureautique_100325_reparation_0473989863,CLERMONT FERRAND 63000
6444,creativs_concept_33788_reparation_0678326937,VOIRON 38500
6445,bahae_ibrahim_151774_reparation,MONTPELLIER 34090
6446,mme_marignane_lucette_177502_reparation_0681240362,ARLES 13200
6447,toto_pc_86_171430_reparation_0517341106,CIVRAY 86400
6448,berhault_gerard_143735_reparation,CREISSAN 34370
6449,pcdepannagepro_214535_reparation_0659970192,FONTENAY SOUS BOIS 94120
6450,mme_chevrin_aline_98203_reparation,RAMBERVILLERS 88700
6451,skin_dermo_222720_reparation,LE MONTEIL 43700
6452,communaute_emmaus_autun_etang_sur_arroux_48086_sinoe_0385823090,ETANG-SUR-ARROUX 71190
6453,massartberthou_209193_reparation_0145061740,SURESNES 92150
6454,les_caprices_de_coline_45687_sinoe_0556909264,BORDEAUX 33200
6455,cherence_jeanluc_176658_reparation,SAINT PIERRE EN AUGE 14170
6456,expressinformatique_198018_reparation_0617313423,FROIDECONCHE 70300
6457,latlier_fleurs_et_couture_206316_reparation,FLERS 61100
6458,jour_de_velo_216320_reparation_0630809553,PARIS 12 75012
6459,o_fil_du_bois_220859_reparation_0667888099,BRUNOY 91800
6460,blain_m_a_99854_reparation,BLAIN 44130
6461,lemonnier_brigitte_117589_reparation_0672309871,TELOCHE 72220
6462,fabre_charles_164440_reparation,GRADIGNAN 33170
6463,tvs_rennes_153713_reparation_0299794338,RENNES 35000
6464,ludovic_doussineau_169718_reparation_0629029867,POITIERS 86000
6465,atelier_points_contes_111178_reparation_0650321453,CROSSAC 44160
6466,latelier_de_m_antz_186418_reparation_0389815504,ILLFURTH 68720
6467,marlin_carole_evelyne_aude_145081_reparation,PERPIGNAN 66000
6468,messana_suzanne_183115_reparation_0609090760,SERVILLY 03120
6469,sarl_daguse_196893_reparation,DOLE 39100
6470,amont_sport_198984_reparation,BOIS D AMONT 39220
6471,viel_nicolas_167466_reparation_0674067600,LACQUY 40120
6472,mme_liberal_manon_193192_reparation_0760592688,GOUVIEUX 60270
6473,marshall_david_166637_reparation_0637480926,VILLETOUREIX 24600
6474,la_boite_a_couture_94795_reparation_0388941104,WISSEMBOURG 67160
6475,gips2i_219771_reparation,PARIS 08 75008
6476,meghraoui_anissa_145235_reparation,VILLEFRANCHE-DE-CONFLENT 66500
6477,ets_lepre_168835_reparation_0663916944,SENILLE ST SAUVEUR 86100
6478,argentiere_sports_111386_reparation,CHAMONIX-MONT-BLANC 74400
6479,maryline_couture_154062_reparation,INZINZAC-LOCHRIST 56650
6480,fleur_de_cuir_148756_reparation,TARBES 65000
6481,creafantaisie_193560_reparation,L ETOILE 80830
6482,lachgar_mina_203752_reparation_0651119632,VALENTIGNEY 25700
6483,innovagl_176383_reparation_0780972238,DOLOMIEU 38110
6484,lv_palettes_177680_reparation_0660352101,LE PONTET 84130
6485,lechoppe_210637_reparation_0169793302,PARIS 13 75013
6486,axellecreations_51417_reparation_0614307569,CHANAS 38150
6487,microchip_4991_reparation,ROMANS SUR ISERE 26100
6488,mecagri_171354_reparation_0556095311,GRAYAN ET L HOPITAL 33590
6489,l_atelier_du_casaou_18471_reparation_0609335178,FOX AMPHOUX 83670
6490,tara_tahiti_creations_174656_reparation_0667697665,BIDART 64210
6491,pimparet_florian_137358_reparation_0608622701,POILLY LEZ GIEN 45500
6492,atelier_tp_47_175803_reparation,FAUILLET 47400
6493,tpl_217095_reparation,PARIS 09 75009
6494,la_cabane_de_jalam_223035_reparation_0648261388,PIERRELATTE 26700
6495,sp_koncept_60725_reparation_0232345660,EVREUX 27000
6496,mahe_guillaume_9722_reparation_0684489272,VAUGNERAY 69670
6497,tech_on_me_133559_reparation,SAINT ETIENNE 42000
6498,m_horie_sylvain_206969_reparation,FABREZAN 11200
6499,pillon_gabin_221762_reparation_0750408678,BUXY 71390
6500,simon_jerome_146334_reparation_0625163222,LASSERRE 31530
6501,bikeup_125270_reparation_0493130305,NICE 06000
6502,ets_brune_et_fils_141627_reparation_0562661849,MASSEUBE 32140
6503,fabricentretien_162319_reparation_0609372497,VAL DE VIRVEE 33240
6504,nigou_christophe_11334_reparation_0471622691,GLENAT 15150
6505,atelier_de_christele_171352_reparation_0667290266,BELLAC 87300
6506,truffandier_herve_169047_reparation_0622653515,LES EGLISOTTES ET CHALAURES 33230
6507,swag_dancin_events___kjx_193747_reparation_0769202937,ST LAURENT BLANGY 62223
6508,sartres_jerome_150601_reparation_0614335317,MONTJOIRE 31380
6509,mme_dal_flore_55518_reparation_0782329546,ST ANDRE 59350
6510,m_savary_william_187090_reparation_0688132731,ZELLWILLER 67140
6511,chemitherm_est_97825_reparation,VOID VACON 55190
6512,laure_153233_reparation,LORIENT 56100
6513,songe_lab_11911_reparation,ST FERREOL D AUROURE 43330
6514,ets_peyon_menuiserieescaliers_134788_reparation_0247306969,NAZELLES NEGRON 37530
6515,sarl_graciette_191502_reparation_0558895699,HINX 40180
6516,chirelle_d_95054_reparation,STRASBOURG 67000
6517,bouvet_caroline_134477_reparation_0677952495,BRISSAC LOIRE AUBANCE 49320
6518,zindy_alexandre_149131_reparation_0626110260,MONTPELLIER 34000
6519,mme_clergue_francoise_206676_reparation,LIMOUX 11300
6520,sarl_rotat_10805_reparation_0470424160,LUSIGNY 03230
6521,communaute_emmaus_bougival_48091_sinoe_0139691241,BOUGIVAL 78380
6522,nelson_develop_technology_180422_reparation,MOUGINS 06250
6523,a_v_s_121324_reparation_0619545456,ROCQUEMONT 76680
6524,atelier_fcot_171330_reparation_0664541068,LA FLOTTE 17630
6525,peltier_regis_134453_reparation_0787063676,EVRON 53600
6526,iebs_france_179535_reparation_0664171285,SIX FOURS LES PLAGES 83140
6527,m_crochet_stephane_144262_reparation_0772265835,BOUILLARGUES 30230
6528,crealili_131462_reparation_0665074561,ALBON 26140
6529,sideme_sas_159720_reparation_0556160995,YVRAC 33370
6530,prasasouk_thavone_33485_reparation_0629348235,VAULX EN VELIN 69120
6531,lotalhier_atelier_laurent_parot_163398_reparation_0555004590,SAINT JEAN LIGOURE 87260
6532,sos_pc_9348_reparation_0650018729,BOURG ST ANDEOL 07700
6533,certain_julie_139445_reparation,TOURS 37000
6534,cycle__ko_208020_reparation,PONTARLIER 25300
6535,mr_paverne_joanick_162179_reparation_0607894095,SAINTES 17100
6536,atelier_couture_retouche_francoise_kerha_152768_reparation,CARHAIX-PLOUGUER 29270
6537,cycles_conord_134853_reparation_0237211500,CHARTRES 28000
6538,volaris_daniel_149739_reparation_0679589231,TOULOUSE 31000
6539,rvtt_and_co_179866_reparation_0683056031,GRASSE 06130
6540,sarl_ideal_concept_informatique_154237_reparation,VITRE 35500
6541,passion_bike_156995_reparation,CARHAIX-PLOUGUER 29270
6542,m_soude_elec_51585_reparation_0767406450,ST ETIENNE SUR REYSSOUZE 01190
6543,sylvie_eff_177915_reparation_0675275756,HYERES 83400
6544,fixorel_220928_reparation,AMANVILLERS 57865
6545,mr_dupas_bruno_55364_reparation_0359776029,SOLESMES 59730
6546,atelier_magasin_osiris_584_reparation_0476471125,QUAIX EN CHARTREUSE 38950
6547,atelier_gaide_1958_3282_reparation_0479068459,MONTVALEZAN 73700
6548,blanot_constance_212843_reparation,BAILLY 78870
6549,m_cousin_francis_56557_reparation,BRUAY SUR L 'ESCAUT 59860
6550,hbtp_services_214804_reparation,L'ISLE-ADAM 95290
6551,condomines_helene_151698_reparation_0610904682,TOULOUSE 31200
6552,brico_charles_184496_reparation_0673183628,ROMILLY SUR ANDELLE 27610
6553,denis_logie_139615_reparation_0254390817,PELLEVOISIN 36180
6554,mme_courbet_alexandra_58002_reparation,FROCOURT 60000
6555,grangeot_sport_77330_reparation,EMBRUN 05200
6556,sabatier_frederic_15789_reparation_0492726965,PIERREVERT 04860
6557,aixeradio_sarl_160318_reparation_0555702167,AIXE SUR VIENNE 87700
6558,fabien_pommereuil_surfboards_156514_reparation_0679811669,PLOEMEUR 56270
6559,turcom_137446_reparation_0247968151,LANGEAIS 37130
6560,alternatives_technologies_alt_143671_reparation,BEZIERS 34500
6561,cre_harmonie_191390_reparation_0558973533,PRECHACQ LES BAINS 40465
6562,voluth_93155_reparation_0659992358,CAUVICOURT 14190
6563,mme_marc_isabelle_151025_reparation_0632932054,ALES 30100
6564,atelier_cyrielle_dantec_luthiere_120305_reparation_0782100845,LE MOUTARET 38580
6565,le_bell_atelier_203381_reparation,BOURG LES VALENCE 26500
6566,chaignon_jessica_epse_josse_152138_reparation_0677355246,SEGURA 09120
6567,mme_van_wymeersh_caroline_53791_reparation,BETHUNE 62400
6568,confieznous_113370_reparation,DOUVAINE 74140
6569,music_3000_17214_reparation,MANDELIEU LA NAPOULE 06210
6570,tamani_154088_reparation,QUISTINIC 56310
6571,labom_9881_reparation_0622445268,TOURS EN SAVOIE 73790
6572,alpes_ateliers_gerbelot_1398_reparation_0479541883,ENTRELACS 73410
6573,berruezo_pedro_142262_reparation,GAILLAC 81600
6574,grolleau_laurent_70302_reparation,PORNIC 44210
6575,mon_ptit_bois_ma_dit_171132_reparation_0682223548,BLANQUEFORT 33290
6576,bardin_jardin_33020_reparation_0661303159,EGLISENEUVE PRES BILLOM 63160
6577,jura_motoculture__jura_motocycles_198212_reparation_0384254597,ORGELET 39270
6578,sphere_vintage_drupal_m1206_0782811296,SAINT LAURENT 47130
6579,m_lamarche_nicolas_166843_reparation_0760867970,POMPAIRE 79200
6580,bi_concept_6763_reparation_0477560811,LE CHAMBON FEUGEROLLES 42500
6581,mme_saintmaxent_dany_55282_reparation_0685370758,EVIN MALMAISON 62141
6582,charreyre_justine_217234_reparation,CLICHY 92110
6583,laccroc_des_fils_195835_reparation_0381976148,COLOMBIER FONTAINE 25260
6584,grain_de_foly_203171_reparation,PFASTATT 68120
6585,postaire_sandra_66103_reparation_0676705656,CHERBOURG EN COTENTIN 50100
6586,rd_multiservices_168069_reparation_0617683810,AIXE SUR VIENNE 87700
6587,melissa_cortese_joaillerie_109052_reparation_0622451237,MARSEILLE 13006
6588,eiden_113352_reparation,SAINT BARTHELEMY LESTRA 42110
6589,michel_laure_184474_reparation_0688037154,CAEN 14000
6590,atelier_de_kerprigent_153686_reparation_0659597111,MINIHY-TREGUIER 22220
6591,mme_porta_elodie_182650_reparation,VENELLES 13770
6592,planchat_philippe_12223_reparation_0473199907,CLERMONT FERRAND 63000
6593,costal_lydie_150670_reparation,CERET 66400
6594,mme_krawiec_gwendolyne_195333_reparation_0638151528,GAUCHY 02430
6595,tagliafierro_alexandra_217304_reparation_0695040599,PARIS 13 75013
6596,deballe_david_110844_reparation,CHEMILLE EN ANJOU 49120
6597,sam_multiservices_170769_reparation_0661692578,BORDEAUX 33100
6598,ccuir_194218_reparation_0344402146,VERBERIE 60410
6599,ride_on_183118_reparation_0685196752,SAINT-CERGUES 74140
6600,buhler_florence_214720_reparation_0670481774,BOUGIVAL 78380
6601,latelier_chez_benjy_207405_reparation_0688854779,VINCA 66320
6602,fretillere_isabelle_167423_reparation_0556710633,FONTET 33190
6603,emmanuelle_gadenne_62644_reparation_0663802136,CHATILLON SUR CHALARONNE 01400
6604,la_malle_du_cireur_202297_reparation_0611171394,NICE 06300
6605,au_bois_chantourne_196344_reparation_0637728973,BEVEUGE 70110
6606,aclaudel_218448_reparation_0664485328,PARIS 12 75012
6607,boehly_benjamin_217429_reparation,CLICHY 92110
6608,etienne_maylis_213573_reparation_0676837228,PARIS 18 75018
6609,sarl_rio_adlm_affutage_207236_reparation_0297241540,PLUVIGNER 56330
6610,versatile_172965_reparation_0616869476,MONTAIGNAC SAINT HIPPOLYTE 19300
6611,collin_philippe_121769_reparation_0235039071,SOTTEVILLE LES ROUEN 76300
6612,pourin_karine_166988_reparation_0689049760,LATHUS ST REMY 86390
6613,sarl_blanchet_77055_reparation_0323671565,ST QUENTIN 02100
6614,m_durville_olivier_54929_reparation,ESCAUTPONT 59278
6615,bourgoin_motoculture_sarl_135973_reparation_0238974029,COURTENAY 45320
6616,baudrand_christophe_2906_reparation_0474851281,EYZIN PINET 38780
6617,mr_quenson_guillaume_54523_reparation_0321123933,ECQUES 62129
6618,latelier_dhenriette_170346_reparation_0645572313,SAINT OUEN D AUNIS 17230
6619,req_services_149419_reparation,REQUISTA 12170
6620,celine_h2o_168584_reparation_0670951720,LA CHAPELLE MONTBRANDEIX 87440
6621,harvey_ezra_110227_reparation,CHERANCE 53400
6622,locmodul_136600_reparation,PITHIVIERS LE VIEIL 45300
6623,ets_nsimbo_210546_reparation_0698575762,GRIGNY 91350
6624,ejnaini_nabil_165748_reparation,ARTIGUES PRES BORDEAUX 33370
6625,maison_jodh_223066_reparation_0650539652,BRIGNAIS 69530
6626,thezan_bois_7546_reparation,LES ECHELLES 73360
6627,mecanique_agricole_saint_martin_j_p_20970_reparation_0672430725,PERNES LES FONTAINES 84210
6628,etablissements_capelle_11145_reparation,ARPAJON SUR CERE 15130
6629,french_azur_transport_202538_reparation_0660267219,VALLAURIS 06220
6630,m_gassert_stephane_123973_reparation,PONT A MOUSSON 54700
6631,lamberger_francis_104721_reparation_0751996346,THONON-LES-BAINS 74200
6632,etats_des_bois_3824_reparation_0477580434,MONTBRISON 42600
6633,manjard_aude_71428_reparation_0650626440,NANTES 44100
6634,thibaud_olivier_67436_reparation,CHATEAU D OLONNE 85180
6635,alain_le_moigne_152633_reparation,BREST 29200
