,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
4161,servicetechnique_industrielle_sti_101938_reparation_0696903770,142 AV RAOUL FOLLEREAU,ZFU DILLON C/0 D CENTER SERVICES,97200,FORT-DE-FRANCE,-61.0804494,14.6250575
4162,mme_claude_nadia_97930_reparation_0329555609,521 RUE ERNEST CHARLIER,,88100,STE MARGUERITE,6.964375,48.275279
4163,ami_depannage_informatique_83871_reparation_0626575323,Place des Martyrs de Châteaubriand,Marché de Viry Chatillon porte 4,91170,VIRY CHATILLON,2.3703409,48.6600635
4164,tranchard_et_fils_140200_reparation,ZONE ARTISANALE,,48230,CHANAC,3.335473,44.476459
4165,m_van_dijk_william_58399_reparation_0322855537,21 ROUTE D'HALLU,,80320,CHAULNES,2.7946816,49.806984
4166,tony_trompe_de_chasse_174343_reparation_0661585637,2 ROUTE DE RIGNY,LIMON,86120,CURCAY SUR DIVE,-0.0718329,46.9948118
4167,artisanale_cord_serrurerie_gomes_a_c_s_g_208714_reparation_0160793025,23 CRS BLAISE PASCAL,,91000,EVRY,2.430404,48.626441
4168,technisoudage_158047_reparation_0687999213,LES GUIMIERES,,35220,SAINT-JEAN-SUR-VILAINE,-1.344623,48.11307
4169,velocitas_178802_reparation,768 CHEMIN DE LA VEYRIERE,VILLA 6,06560,VALBONNE,7.038876,43.639703
4170,prenatal_153036_reparation,16 RUE DE LA PATRIE,,56100,LORIENT,-3.362395,47.748129
4171,puntous_eric_160203_reparation,1 RUE MORANCY,,40100,DAX,-1.054527,43.708434
4172,multi_63_services_165899_reparation_0677354952,18 RUE SAINTE CLAIRE,,87000,LIMOGES,1.2482856,45.8250235
4173,bdenisejewelry_222181_reparation_0781080331,23 BOULEVARD GEORGES POMPIDOU,LA COLLINE BAT A ETG6 APT 46,05000,GAP,6.083833,44.558943
4174,sas_r_tillot_195501_reparation_0380415311,39 AVENUE ROLAND CARRAZ,,21300,CHENOVE,5.020075,47.299076
4175,el_aoufi_noura_134080_reparation_0767423472,16 RUE BARBARA,,72000,LE MANS,0.157448,48.021253
4176,m_bastian_yannick_187003_reparation,16 RUE NEUVE,,67440,MARMOUTIER,7.373538,48.694298
4177,condomine_marie_216585_reparation_0658478232,21 RUE DE ROCHECHOUART,,75009,PARIS 09,2.344653,48.877677
4178,mr_informatique_18909_reparation,QUA DE LA BOAL,DOMAINE DE LA BOAL,83310,GRIMAUD,6.535473,43.26632
4179,boussaud_lorene_152457_reparation_0769565167,HAMEAU DE MARTY,,09500,MIREPOIX,1.886316,43.11749
4180,marieke_creation_208083_reparation_0450603823,46 PLACE DE L'EGLISE,,74350,CRUSEILLES,6.107129,46.034274
4181,communaute_emmaus_clermontdeloise_48114_sinoe_0344193718,Rue Pasteur,,60600,ERQUERY,2.459578264766,49.411061782465
4182,tapisserie_morel_et_fils_206304_reparation,3 CITE DU CAUDET,,14700,FALAISE,-0.192049,48.887722
4183,yoann_le_besco_156736_reparation_0663938273,OLIVET,,22130,BOURSEUL,-2.27758,48.447866
4184,sas_gascomat_143405_reparation,ZONE D'ACTIVITÉ RIBERO,,31230,ISLE-EN-DODON,0.825285,43.368217
4185,arrobas_normandie_informatique_65981_reparation_0233458562,72 ROUTE DE LA ZONE INDUSTRIELLE,,50430,LESSAY,-1.4953863,49.209407
4186,penrat_olivier_68999_reparation_0241757381,39 AVENUE DE NANTES,,49280,LA SEGUINIERE,-0.9391238,47.060181
4187,corbe_gwenola_epse_royer_146737_reparation_0605358889,7 PLACE DU VIEUX MARCHE,,81500,LAVAUR,1.817762,43.697854
4188,m_cherriere_philippe_220748_reparation,2 Bis RUE FREDERIC CHOPIN,,88150,THAON LES VOSGES,6.412058,48.244558
4189,mme_crus_colette_59150_reparation_0621861753,219 RUE DE LA LIBERATION,,84190,GIGONDAS,5.0052054,44.1659152
4190,arenes_music_196993_reparation_0381830141,2 RUE D'ARENES,,25000,BESANCON,6.01885,47.2396
4191,guillot_environnement_159214_reparation_0546051807,ROUTE DE BORDEAUX,,17120,SEMUSSAC,-0.9065383,45.6026528
4192,morgand_paul_134119_reparation,2 RUE MALLET,,72110,BEAUFAY,0.3626799,48.1466597
4193,cordonnerie_alexandre_209071_reparation,12 AV DES ETATS GENERAUX,,78000,VERSAILLES,2.132856,48.799768
4194,korpmedia_sas_220751_reparation,7 FAUBOURG DE NANCY,,88000,EPINAL,6.44119,48.184722
4195,les_tresors_de_poca_192662_reparation_0786385138,69 RUE ROGER SALENGRO,APP 1 BATIMENT H,59300,FAMARS,3.518643,50.316945
4196,anne_deluen_157846_reparation_0687551693,15 RUE DES GUILLEMOTS,,56890,SAINT-AVE,-2.75714,47.68006
4197,bout_d_ficelle_et_confettis_190946_reparation_0553530508,LA GRAFEUILLE,,24330,ST PIERRE DE CHIGNAC,0.872479,45.113269
4198,laurent_klein_ateliers_212368_reparation_0680127519,2 RUE VICTOR CHEVREUIL,,75012,PARIS 12,2.404666,48.841642
4199,ulespace_de_bourg_la_reine_vestiboutique_59191_sinoe_0146646877,1 Rue de Bievre,,92340,BOURG LA REINE,2.316359859019,48.779916490666
4200,teton_arnaud_michael_146959_reparation,CHEMIN DE CHARLEMAGNE,,66000,PERPIGNAN,2.9541203,42.7056008
4201,la_foret_demeraude_205284_reparation_0621698122,2 RUE MARIE DURANT,LE CONCERTO APP C102,13640,LA ROQUE-D'ANTHÉRON,5.312766,43.71374
4202,sarl_maunas_motoculture_143975_reparation,68 BOULEVARD DES VOSGES,,65320,BORDERES SUR L ECHEZ,0.058799,43.248474
4203,m_gorgan_johny_221312_reparation_0782348045,27 RUE DES MARGUERITES,,67230,BENFELD,7.600678,48.376222
4204,pierres_detoiles_173128_reparation_0613832997,14 B AVENUE DES ANCIENS COMBATTANTS,,17840,LA BREE LES BAINS,-1.3431251,46.0118979
4205,mainguet_196174_reparation_0386612182,3 RUE DE REMIGNY,,58000,NEVERS,3.160755,46.991151
4206,bifor_208846_reparation,99 R PAUL VAILLANT COUTURIER,,92000,NANTERRE,2.203969,48.883498
4207,ny_infotech_184839_reparation_0609453537,43 A ROUTE DU DOUET PICOT,,50110,DIGOSVILLE,-1.525813,49.640676
4208,aam_services_4573_reparation,37  RUE DE LA GARE,,74440,TANINGES,6.5897921,46.1079364
4209,agathor_sellerie_184515_reparation,26 RUE DU PRIEURE,CHAMBINES,27120,HECOURT,1.415688,48.98754
4210,ulespace_de_meulan_vestiboutique_58875_sinoe_0134749345,27 Rue Gambetta,,78250,MEULAN EN YVELINES,1.917489906565,49.004883132234
4211,lecuyer_morgan_99945_reparation,33 RUE D APPEE,,44360,CORDEMAIS,-1.878904,47.291545
4212,sarl_diamant_dor_1423_reparation_0474202996,37 RUE DE LA REPUBLIQUE,,38260,LA COTE ST ANDRE,5.2592188,45.3934437
4213,_mi__ide_et_maintenance_informatique_58370_reparation_0673640368,27 RUE PRINCIPALE,,80670,WARGNIES,2.2543108,50.0346489
4214,sarl_holding_bgm_143115_reparation,2 RUE ALQUIER BOUFFARD,,81100,CASTRES,2.24233,43.604946
4215,parole_dune_couturiere_198688_reparation,2 RUE DES SABOTIERS,,58330,ST SAULGE,3.51672,47.103011
4216,falentin_karine_222786_reparation_0673362081,1507 ROUTE DU COL,LIEU DIT LES CHALAYES,69850,DUERNE,4.542491,45.694779
4217,masc_informatique_68779_reparation_0241674386,3 B RUE DES JARDINS,,49730,VARENNES SUR LOIRE,0.0338008,47.2336749
4218,le_tenaff_services_155868_reparation,23 RUE DU PORHOET,,22600,LOUDEAC,-2.740614,48.16951
4219,game_cash_perigueux_58377_sinoe_0553071389,"10, Place Coderc",,24000,PÉRIGUEUX,0.715887212851,45.193653740177
4221,as_renove_120825_reparation_0625271201,106 ROUTE DES POSES,,74490,SAINT-JEOIRE,6.466036,46.169275
4222,lamour_sebastien_197454_reparation_0380316849,44 RUE MAURICE RAVEL,,21000,DIJON,5.040695,47.300916
4223,filobois_178350_reparation_0674003928,CHEMIN DU COUGNAS,,04170,SAINT-ANDRÉ-LES-ALPES,6.504139,43.960923
4224,mme_diaz_emilie_179875_reparation_0626706169,1394 CHEMIN DE GOUDEGUES,,13200,ARLES,4.733628,43.680181
4225,danicrea_60941_reparation_0276788917,11 B RUE DELAMARRE,,27370,LE THUIT ANGER,0.97134,49.274286
4226,cl_affutage_201310_reparation,13 QUAI DE LA REPUBLIQUE,,89140,PONT SUR YONNE,3.205651,48.285539
4227,amel_services_175697_reparation,CHEMIN DES ARDILLEYS,,33320,LE TAILLAN MEDOC,-0.6872168,44.9021527
4228,flavetta_pierre_109315_reparation,97 AVENUE VALROSE,,06100,NICE,7.2671017,43.7186409
4229,services_minute_223463_reparation_0789313847,AVENUE JEAN JAURES,STATION METRO SAXE GAMBETTA,69007,LYON 07,4.837636,45.738402
4230,garrigues_anthony_148447_reparation_0648825571,LA CRESPINE,,82120,PUYGAILLARD DE LOMAGNE,0.905864,43.9647
4231,m_sanchez_antoine_180306_reparation_0683484845,319 RUE ROLAND GARROS,BATIMENT MOUSQUETAIRE,83600,FRÉJUS,6.756311,43.425082
4232,pensec_louis_169813_reparation,74 RUE GEORGES POLITZER,,64340,BOUCAU,-1.485138,43.516635
4233,granphi_sports_15953_reparation_0492812369_0633313026,51 AVENUE DES 3 FRERES ARNAUD,,04400,BARCELONNETTE,6.6433701,44.3861779
4234,mme_prudhon_laura_205212_reparation,183 IMPASSE DES FLORALIES,,84140,AVIGNON,4.877407,43.930949
4235,asd_electronique_assistance_service_depannage_141311_reparation,27 AVENUE MARECHAL JUIN,,66000,PERPIGNAN,2.897372,42.6882455
4236,m_jaquier_claude_97870_reparation_0383520034,15 Bis RUE DE NEUFCHATEAU,ATELIER MEUBLE LOCAL ARRIERE,88300,AUTREVILLE,5.848529,48.482945
4237,m_duculty_eugene_163861_reparation,12 RUE JEAN JAURES,POSTE RESTANTE,19360,MALEMORT,1.563357,45.169926
4238,viard_agri_couchois_198798_reparation,ZA DES PRES DESCHENAUD,,71490,COUCHES,4.579398,46.866494
4239,ardenne_meca_service_95478_reparation,30 RUE GENERAL DU MERBION,,08220,MONTMEILLANT,4.33108,49.692088
4240,gh_amenagement_154130_reparation,ZA LA CROIX BILLY,,56490,GUILLIERS,-2.395974,48.047365
4241,bonnet_materiels_121993_reparation,341 RUE DE LA MAIRIE,,76750,ERNEMONT SUR BUCHY,1.359762,49.539512
4242,help_nt_95473_reparation_0667074865,10 RUE TERNAUX,,08200,SEDAN,4.944708,49.6990653
4244,nawa_creation_156869_reparation,10 RUE MICHEL,,22100,DINAN,-2.040601,48.455001
4245,bonnefous_pascal_141004_reparation,ST MAURICE DE SORGUE,,12540,FONDAMENTE,3.075249,43.865521
4246,schlienger_claire_72287_reparation_0619841616,44 RUE VICTOR BOISSEL,,53000,LAVAL,-0.7634465,48.065674
4247,le_sac_de_noeuds_32849_reparation_0650284874,12   B PLACE DE LA MAIRIE,,38530,CHAPAREILLAN,5.9905509,45.4625908
4248,richardc_216364_reparation,40 RUE DE TREVISE,,75009,PARIS 09,2.345582,48.875478
4249,fois_maxime_7702_reparation_0475676904,1  RUE RECLUZIERE,,07100,ANNONAY,4.6721642,45.242024
4250,mobilier_canaguel_141393_reparation,LD LE BOUGAYROU,,46200,LACAVE,1.565221,44.861588
4251,claude_cantone_vernisseur_13865_reparation,553 RUE SAINT PIERRE,,13012,MARSEILLE-12E--ARRONDISSEMENT,5.420599,43.293891
4252,sbi_30_148617_reparation,182 RUE ETIENNE LENOIR,,30900,NIMES,4.337604,43.810101
4253,mdo_technologies_131469_reparation,4 RUE BLAISE PASCAL,,69680,CHASSIEU,4.97104,45.722798
4254,poirot_xavier_145159_reparation_0674440966,195 ALL DES COLVERTS,,34280,LA GRANDE MOTTE,4.0997301,43.5665448
4255,monsieur_millard_guillaume_96392_reparation,16 RUE PAUL EMILE VICTOR,,52800,NOGENT,5.354976,48.028579
4256,latelier_de_rane_159202_reparation_0619905704,1 RUE COLETTE,RES PALMER APT 402,33150,CENON,-0.5227423,44.8608422
4257,pc_fix_50_185220_reparation_0652250686,6 RUE GUILLAUME L'ORFEVRE,ETAGE 1,50590,MONTMARTIN SUR MER,-1.524114,48.988585
4258,repair_cafe_venejan_425_initiatives_locales,Foyer Fost,Avenue de la Gare,30200,VÉNÉJAN,4.659588,44.19455
4259,cassabois_parquet_118644_reparation_0788265844,1 ALLEE SIMONE VEIL,BAT A,38120,FONTANIL CORNILLON,5.6629781,45.2519283
4260,l_atelier_du_decor_219878_reparation,21 C RUE JACQUES CARTIER,,78960,VOISINS LE BRETONNEUX,2.058625,48.760867
4261,mme_malburet_fanny_123737_reparation,16 RUE DE LA CHARITE,,54000,NANCY,6.178459,48.695667
4262,sarl_martin_electro_tv_176998_reparation_0233241623,30 RUE DE L'ABREUVOIR ST MARTIN,32,61300,L AIGLE,0.625313,48.765249
4263,leather_goods_studio_60621_reparation,24 RUE DE DAUBEUF,,27430,DAUBEUF PRES VATTEVILLE,1.3275941,49.2572666
4264,m_stubert_jimmy_57053_reparation,21 RUE DU CENTRE,,62187,DANNES,1.6154431,50.5894372
4265,labrousse_didier_162981_reparation_0555792469,55 RUE FRANCOIS PERRIN,,87000,LIMOGES,1.244515,45.8292
4266,couserans_informatique_et_editions_152211_reparation,5 RUE JOSEPH PUJOL,,09200,SAINT-GIRONS,1.143244,42.9838255
4267,dadi_217942_reparation,18 QUAI LOUIS BLERIOT,,75016,PARIS 16,2.276882,48.849777
4268,atout_fil_196593_reparation_0607579988,42 RUE DE L'EGLISE,,25720,AVANNE AVENEY,5.96842,47.207
4269,elwanenergie_221456_reparation_0769571865,1B RUE DU PARC,,68310,WITTELSHEIM,7.237492,47.80668
4270,saint_palais_191499_reparation_0558550510,384 RUE DES MOUSQUETAIRES,Z.I. JUSTON,40260,CASTETS,-1.141054,43.872117
4271,tygs_193059_reparation_0610580929,12 RUE LOUIS BEAUFILS,,60730,CAUVIGNY,2.246546,49.309763
4272,el_bahri_virginie_150989_reparation,13 RUE MAIRAN,,34500,BEZIERS,3.214203,43.343909
4273,cash_converters_drupal_m1695,99 Rue de Vesle,,51100,REIMS,4.026818,49.252552
4274,forgues_david_170601_reparation,20 Bis RUE VINCENT DE BATAILLE,,64530,PONTACQ,-0.114817,43.188483
4275,m_hoofs_frederic_144733_reparation,ROUTE NATIONALE 21,,65100,LOURDES,-0.0395818,43.1074778
4276,mme_heyman_constance_54207_reparation_0328433565,1 RUE BASSE,,59181,STEENWERCK,2.755729,50.6770521
4277,ulmaison_de_dijon_vestiboutique_60366_sinoe_0380733548,8 Rue des Ribottees,,21000,DIJON,5.042827594698,47.332034731391
4278,la_retouche_9526_reparation_0450263324,11  BOULEVARD CARNOT,,74200,THONON-LES-BAINS,6.4783725,46.3708864
4279,dsp_sarl_135655_reparation_0238466181,85 AVENUE NATIONALE,,45430,CHECY,2.019629,47.898643
4280,handmade_fantaisie_118635_reparation_0652764023,202 RUE FRANCOIS COUPLET,,38530,PONTCHARRA,6.013263,45.434091
4281,ramseyer_2676_reparation_0477603893,32  RUE CHARLES DE GAULLE,,42300,ROANNE,4.071316,46.0376807
4282,association_defis_drupal_m1271_0297763491,8 rue du Général Leclerc,,56600,LANESTER,-3.349946,47.762661
4283,estelleather_184152_reparation_0473800037,2 CHEMIN DE L ORCON,LIEUDIT LES ROUX,63290,PASLIERES,3.551143,45.912958
4284,salaun_jeanfrancois_137164_reparation_0238216643,7 RUE DE ROCHE,,45800,ST JEAN DE BRAYE,1.983111,47.907687
4285,cicada_concept_178923_reparation_0601132104,791 CHEMIN DES LAVARINES,,84310,MORIERES LES AVIGNON,4.917685,43.944707
4286,tallard_alpes_informatique_202592_reparation_0760316304,9 RUE CHAMP DE FOIRE,,05130,TALLARD,6.052971,44.461487
4287,rs_68_94843_reparation_0621056007,3 RUE MAL DE LATTRE DE TASSIGNY,,68220,HESINGUE,7.5218071,47.5768162
4288,bricetek_176753_reparation_0786547043,94 RUE DE FALAISE,,14000,CAEN,-0.353199,49.169932
4289,m_debain_dominique_196590_reparation,267 RUE DES COUROTS,,71000,VARENNES LES MACON,4.801249,46.270492
4290,my_little_lolita_169906_reparation_0679112438,3 VINTEJOUX,,19700,SEILHAC,1.7398955,45.3728718
4291,sos_multimedia_165308_reparation_0557524897,9 RUE DES MARTYRS DE LA RESISTANCE,,33180,VERTHEUIL,-0.834964,45.250609
4292,paillat_nathalie_110634_reparation_0648283786,ARDANNES,,85500,BEAUREPAIRE,-1.119364,46.9136499
4293,aby_mariage_creation_154926_reparation_0787822919,5 RUE ISOLE,,29300,QUIMPERLE,-3.5465747,47.8724671
4294,ypsons_shoes_211149_reparation,192 BD HAUSSMANN,,75008,PARIS 08,2.305384,48.875085
4295,multimeca_54374_reparation_0327840373,3 RUE D'ESCAUFOURT,,59360,ST SOUPLET,3.524837,50.0578515
4296,m_starck_emmanuel_140433_reparation,59 RUE GEORGES LASSALLE,,65000,TARBES,0.068199,43.235107
4297,ebenisterie_billard_197074_reparation_0380901003,Z A DU PAQUIS AU ROY,,21230,MIMEURE,4.485851,47.139479
4298,mme_grimm_rebecca_97556_reparation_0652935155,85 RUE GEORGES TOUSSAINT,,54110,VARANGEVILLE,6.326136,48.640298
4299,atelier_blackwood_199781_reparation,21 RUE CORVEE BASSIN,,70000,PUSEY,6.128211,47.655123
4300,aventurineline_222914_reparation_0645503055,191 ROUTE DE MONTREVEL,,01340,ST DIDIER D AUSSIAT,5.062651,46.309593
4301,eko_couture_193738_reparation_0781150405,31 RUE DU 11 NOVEMBRE,ENTREE 1 PORTE 115,59250,HALLUIN,3.124796,50.783563
4302,sarl_audeondurand_70343_reparation,11 RUE COPERNIC,,44000,NANTES,-1.5666299,47.2144504
4303,rabret_clement_139617_reparation,63 LOTHIERS GARE,,36350,LA PEROUILLE,1.553926,46.726746
4304,les_petits_flocons_200563_reparation_0609670971,1 ALLEE DES MESANGES,,71380,CHATENOY EN BRESSE,4.92313,46.788145
4305,l_atelier_de_fortune_15581_reparation,474 TRAVERSE COCORDANO,LES AUBES,13400,AUBAGNE,5.5900574,43.3043651
4306,_bro__creations_amicales_176425_reparation_0633319832,1 RUE AUGUSTE RAVIER,,38100,GRENOBLE,5.738465,45.182998
4307,bruyere_bernard_203979_reparation_0698398694,FOURNEAUX,,43220,DUNIERES,4.340183,45.22091
4308,sarl_bijouterie_peille_207537_reparation_0468310608,67 rue Saint Martin,,11300,LIMOUX,2.218275,43.053582
4309,mme_sellam_nedjouma_186138_reparation_0635783540,16 RUE DE L'ARGONNE,,67000,STRASBOURG,7.772772,48.584649
4310,valeria_maresca_215979_reparation_0616461563,8 RUE PAUL ELUARD,,93200,ST DENIS,2.349848,48.938746
4311,amiens_mickael_165610_reparation,1 RUE DU SENTIER,CASIER 31,86180,BUXEROLLES,0.3768606,46.6027015
4312,cambronne_tapissier_decorateur_208770_reparation_0153251212,23 BD GARIBALDI,,75015,PARIS 15,2.304431,48.847299
4313,m_dalmar_anthony_221713_reparation,3 RUE LEON HOUOT,,54110,VARANGEVILLE,6.32295,48.634393
4314,duvauchel_jeremie_138762_reparation,4 RESIDENCE DE LA GUESLE,,28230,EPERNON,1.670264,48.612996
4315,l_araucaria_5095_reparation_0476921752,LA BUTTE,,38570,LA PIERRE,5.9433939,45.292845
4316,seddopose_194492_reparation_0695130387,134 RUE EMILE BASLY,,62800,LIEVIN,2.773876,50.417138
4317,lame_dun_remouleur_221607_reparation_0627440722,"15, rue Jeanne d'Arc",,29730,GUILVINEC,0.0,0.0
4318,bike_repair_center_125238_reparation_0667344846,246 AVENUE DES FERRAYONNES,LES RIVES DU LOUP ENTREE L' AMARYLLIS,06270,VILLENEUVE LOUBET,7.126464,43.658144
4319,mme_trivella_pauline_179519_reparation_0609533607,IMPASSE DU GAILLARDET,,13380,PLAN DE CUQUES,5.454491,43.346334
4320,actifrip_47431_sinoe_0557435402,60 Chemin de Labry,,33240,SAINT ANDRE DE CUBZAC,-0.434587866467,44.994146376222
4321,cyclotoff_203781_reparation_0622841195,1 RUE COLETTE,,89100,PARON,3.235658,48.179267
4322,clara_farouze_179572_reparation_0630577856,9 B AVENUE DOCTEUR JULIEN GUILLAUME,,05600,GUILLESTRE,6.648889,44.660414
4323,j_mtech_104711_reparation_0677633253,110 CHEMIN DE LA BARDOINE,,07290,QUINTENAS,4.6850887,45.1883045
4324,eurl_au_cadre_dore_140912_reparation_0467606513,6 RUE EMBOUQUE D OR,,34000,MONTPELLIER,3.878536,43.610029
4325,lautre_histoire_108339_reparation_0620493645,1 ALLEE HENRI MATISSE,,13380,PLAN DE CUQUES,5.4608627,43.3520795
4326,m_egret_johnny_203559_reparation,3 CHEMIN DE LA SOURCE,SURANCON,10160,VILLEMOIRON EN OTHE,3.813612,48.198211
4327,m_l_m_219634_reparation,21 RUE DES TAILLANDIERS,,75011,PARIS 11,2.374984,48.854651
4328,technologycube_17631_reparation,31 BOULEVARD ALEXANDRE III,,06400,CANNES,7.0382708,43.5464637
4329,animchowcom_104731_reparation_0659846142,7 RUE CLEMENCE,,43170,SAUGUES,3.5459952,44.960616
4330,franc_clean_1008_reparation_0476463964,4 RUE GABRIEL PERI,,38000,GRENOBLE,5.7184816,45.1891526
4331,sarges_philippe_11277_reparation_0471682110,ALBOS,,15200,MAURIAC,2.3089106,45.2397835
4332,gautier_lydie_163083_reparation_0547859454,29 GRAND RUE,,47700,CASTELJALOUX,0.0887222,44.314057
4333,verdier_jacques_141395_reparation,32 LA MOULINE,,12510,OLEMPS,2.564203,44.339646
4334,guilbaud_sandra_113617_reparation_0664275644,1 LES GRANDES VIGNES,,44650,TOUVOIS,-1.6641886,46.894043
4335,jardin_des_druides_206332_reparation_0683498879,LA HUTIERE,,14350,SOULEUVRE EN BOCAGE,-0.728595,48.95118
4336,metamorphoses_205869_reparation_0687494489,10 RUE FONTAINE MOLLET,FONTAINE LA VERTE - VENABLES,27940,LES TROIS LACS,1.293189,49.185611
4337,mme_jug_anna_96878_reparation_0383367119,64 RUE CHARLES DUSAULX,,54000,NANCY,6.174088,48.70666
4338,mc_couture_156073_reparation,15 BELLEVUE,,29370,CORAY,-3.837002,48.056555
4339,synapse3i_drupal_m0120_0322416911,83 rue Victorine Autier,,80090,AMIENS,2.336793,49.873781
4340,les_melodies_creatives_de_claire_186987_reparation_0684451040,12 RUE MARCHAL MARIENTHAL,,67500,HAGUENAU,7.81221,48.780442
4341,demars_jauneau_caroline_218885_reparation_0787798136,7 RUE EUGENE ATGET,,92130,ISSY LES MOULINEAUX,2.260296,48.825592
4342,famille_markai_bof_180515_reparation,15 ANCIEN CHEMIN D'AIX,,13720,LA BOUILLADISSE,5.584529,43.401094
4343,milcentblandin_184890_reparation_0233484754,14 RUE SAINT MICHEL,,50170,PONTORSON,-1.509232,48.553524
4344,dubois_martial_198011_reparation,LIEU-DIT BREUCHES LES FAUCOGNEY,,70310,LA VOIVRE,6.563291,47.843763
4345,sindy_mode_161880_reparation_0549988942,22 RUE PORTE DE CHINON,,86200,LOUDUN,0.0851381,47.009162
4346,wayra_200576_reparation_0752498921,23 RUE DES ECHALIERS,,21200,BEAUNE,4.847865,47.015377
4347,chemitherm_205773_reparation_0235762155,106 RUE ANDRE NOEL,,27210,BOULLEVILLE,0.396655,49.357502
4348,santiago_raphael_141957_reparation_0467110980,2 RUE SERGE GOUSSEAULT,,34500,BEZIERS,3.252817,43.33787
4349,brandalac_marilyne_143119_reparation,VINAS LE HAUT,,34700,LODEVE,3.334873,43.748998
4350,tete_dorange_185829_reparation_0766059252,3 QUAI ZORN,,67000,STRASBOURG,7.759306,48.587671
4351,ardeche_motor_cycle_7413_reparation_0632644634,362   ZA LES PRES DE L EYRIEUX,,07160,ST MICHEL D AURANCE,4.4599909,44.902034
4352,m_bartolomeoli_eric_32402_reparation_0695369043,31 RUE JOAN MIRO,,84130,LE PONTET,4.8802331,43.957963
4353,bonnel_adeline_136637_reparation_0247418473,7 RUE DE LA BASSEE,,37100,TOURS,0.682295,47.423214
4354,elizart_164348_reparation,12 RUE ERNEST RENAN,,33130,BEGLES,-0.5678409,44.8059796
4355,les_ateliers_de_blanche_10340_reparation_0689975728,32  CHEMIN DE LA VALLAZ,,74330,LA BALME-DE-SILLINGY,6.0546468,45.9733657
4356,maillot_bruno_121495_reparation_0235323386,3 SENTE YARD,,76680,MONTEROLIER,1.344715,49.629431
4357,couderat_gilles_133781_reparation_0621703768,10 RUE DE LA HTE CHAUSSEE,,44800,ST HERBLAIN,-1.6645992,47.207827
4358,societe_de_quincaillerie_st_affricaine_140976_reparation,20 AVENUE JULES BOURGOUGNON,,12400,SAINT-AFFRIQUE,2.876796,43.957104
4359,fleury_laurence_113710_reparation_0630363210,19 CHEMIN DE LA SECHERIE,,44300,NANTES,-1.5166829,47.2438848
4360,quatre_mains_17022_reparation_0493121875,29 RUE AMIRAL DE GRASSE,,06130,GRASSE,6.9228882,43.6588727
4361,pichot_serge_135628_reparation,1 RUE DE PONTEAU,LIEU DIT PINSON,45330,LE MALESHERBOIS,2.413535,48.282033
